word_id,eng_word,pl_translation,part_of_speech
787,grind,szlifować,verb
788,mitigate,łagodzić,verb
789,compliant,zgodny,adjective
790,relevant,odpowiedni,adjective
791,various,różny,adjective
792,therein,w nim,adverb
793,assess,"oceniać, oszacować",verb
794,batch number,numer partii,noun
795,short circuit,zwarcie,noun
796,prescribe,przepisać,verb
797,grounding,uziemienie,noun
798,earthing,uziemienie,noun
799,across,przez,preposition
800,discharge,wyładowanie,noun
801,intended,zamierzony,adjective
802,interior,wnętrze,noun
803,inadvertently,nieumyślnie,adverb
804,orifice,zwężka,noun
805,wire tray,korytko kablowe,noun
806,junction box,skrzynka rozdzielcza,noun
807,cable gland,przepust kablowy,noun
808,requirement,wymaganie,noun
809,malfunction,awaria,noun
810,adjusted to,dostosowany do,adjective
811,threshold,próg,noun
812,concentration,stężenie,noun
813,sufficient,wystarczający,adjective
814,abrasion,przetarcie,noun
815,apparatus,aparatura,noun
816,ultrasonics,ultradźwięki,noun
817,thermal,termiczny,adjective
818,debris,odłamki,noun
819,apart from,poza,preposition
820,necessary,niezbędny,adjective
821,assumption,założenie,noun
822,initial,wstępny,adjective
823,remark,uwaga,noun
824,alignment,wyrównanie,noun
825,yield,wydajność,noun
826,cunning,podstępny,adjective
827,tremble,drżeć,verb
828,mutual,wzajemne,adjective
829,cumbersome,nieporęczny,adjective
830,span,rozpiętość,noun
831,literal,dosłowny,adjective
832,ongoing,bieżący,adjective
833,yield stress,granica plastyczności,noun
834,tensile modulus of elasticity,moduł plastyczności,noun
835,transition,przejściówka,noun
836,permeability,przepuszczalność,noun
837,node,"węzeł, punkt węzłowy",noun
838,chamfer,"ścięcie, sfazowanie",noun
839,enclosed,w załączeniu,adjective
840,noncompliant,niezgodny,adjective
841,parse,analizować,verb
842,phishing,wyłudzanie informacji,noun
843,tentative,niepewny,adjective
844,inquiries,zapytania,noun
845,draught,"projekt, szkic",noun
846,intermittent,przerywany,adjective
847,ledger,przypieczony,noun
848,ledger,księga główna,noun
849,remittance,przelew,noun
850,recipient,odbiorca,noun
851,subliminal,podświadomy,adjective
852,prerequisites,warunki wstępne,noun
853,strive,starać się,verb
854,purpose,zamiar,noun
855,thorough,dokładny,adjective
856,preliminary,wstępny,adjective
857,agenda,program,noun
858,credentials,kwalifikacje,noun
859,clogging,zapychanie,noun
860,gland,dławnica,noun
861,tipping point,punkt zwrotny,noun
862,callous,"stwardniały, nieczuły",adjective
863,steadfast,niezłomny,adjective
864,as well,także,adverb
865,impersonating,podszywanie się,verb
866,deducted,odliczony,adjective
867,platen,płyta dociskowa,noun
868,embed,osadzać,verb
869,sustainability,zrównoważony rozwój,noun
870,tangible,namacalny,adjective
871,foundation,"fundacja, podstawa, założenie, podkład",noun
872,stakeholder,interesariusz,noun
873,commit,"popełniać, angażować",verb
874,accordingly,odpowiednio,adverb
875,align,wyrównywać,verb
876,accordance,zgodność,noun
877,sustainability approach,podejście do zrównoważonego rozwoju,noun
878,direct,bezpośredni,adjective
879,indirect,pośredni,adjective
880,pertaining,typowy dla,adjective
881,reap,zbierać (żniwa),verb
882,distinct,"odrębny, wyraźny",adjective
883,framework,struktura,noun
884,handed over,przekazany,verb
885,hand over,oddać,verb
886,quantifiable,"policzalne, wymierne",adjective
887,allocation,przydział,noun
888,phaseout,wycofywanie,noun
889,on behalf,w imieniu,preposition
890,contamination,zanieczyszczenie,noun
891,incur,ponieść,verb
892,incentive,"zachęta, bodziec",noun
893,acquisition,nabycie,noun
894,freight,fracht/ładunek,noun
895,coarse,gruboziarnisty,adjective
896,shot blasting,śrutowanie,noun
897,obsolete,przestarzały,adjective
898,beneficial,korzystny,adjective
899,gust,podmuch wiatru,noun
900,brief,"krótki, zwięzły",adjective
901,within,"przyimek - w ciągu, w zasięgu / przysłówek - wewnątrz",preposition
902,entity,podmiot,noun
903,ruse,podstęp,noun
904,imbue,nasycać,verb
905,solicited,namawiany,adjective
906,unsolicited,dobrowolny,adjective
907,compromised,naruszane,adjective
908,grid,krata,noun
909,manner,sposób,noun
910,evaluation,ocena,noun
911,intertwined,przeplatany,adjective
912,lattice,krata,noun
913,buckling,wyboczenie,noun
914,impervious ,nieprzenikalny,adjective
915,susceptible,podatny,adjective
916,concrete,beton,noun/adjective
917,transverse,poprzeczny,adjective
918,torsion,skręcanie,noun
919,isosceles,równoramienny,adjective
920,sheer,prostopadły,adjective
921,longitude,długość geograficzna,noun
922,latitude,szerokość geograficzna,noun
923,gale,wichura,noun
924,thoroughly,całkowicie,adverb
925,scales,waga (do ważenia),noun
926,adjustment,dostosowanie,noun
927,immutable,niezmienny,adjective
928,amend,poprawiać,verb
929,retain,zachować,verb
930,omit,pomijać,verb
931,upstream,"pod prąd, powyżej",adverb
932,verbose,gadatliwy,adjective
933,least,mniej,adjective/adverb
934,even,parzysta,adjective
935,odd,nieparzysta,adjective
936,obstacle,przeszkoda,noun
937,flaunt,afiszować się,verb
938,flabbergast,oszołomić,verb
939,flattering,pochlebny,adjective
940,foe,"wróg, przeciwnik",noun
941,fiddle,"grać na skrzypcach, bawić się czymś bezmyślnie",verb
942,notorious,notoryczny,adjective
943,prominent,znaczący,adjective
944,conspicuous,rzucający się w oczy,adjective
945,crude oil,ropa naftowa,noun
946,fortnight,dwa tygodnie,noun
947,undergo,poddawać się (metamorfozie),verb
948,culprit,"winowajca, sprawca, winny",noun
949,concealment,ukrycie,noun
950,bead,"listwa, koralik",noun
951,unintelligible,niezrozumiały,adjective
952,presumably,prawdopodobnie,adverb
953,vanity,próżność,noun
954,implicit,"domniemany, bezwarunkowy",adjective
955,notorious,notoryczny,adjective
956,implicitly,"domyślnie, bez zastrzeżeń, niejawnie",adverb
957,association,"stowarzyszenie, związek, skojarzenie",noun
958,preserve,"zachować, utrzymywać",verb
959,comprehensive,"wyczerpujący, wszechstronny, obszerny",adjective
960,hence,w związku z tym,adverb
961,incest,kazirodztwo,noun
962,stance,postawa,noun
963,curfew,cisza nocna,noun
964,twitch,"rzeczownik - drganie, skurcz / czasownik - drgać",noun/verb
965,comma,przecinek,noun
966,as well,również,adverb
967,plot,"wykres, działka, fabuła",noun
968,excess,nadmiar,noun/adjective
969,redundant,zbędny,adjective
970,terminate,skończyć,verb
971,solicit,zabiegać,verb
972,deception,oszustwo,noun
973,fraud,oszustwo,noun
974,breach,naruszać,verb/noun
975,termination,zakończenie,noun
976,liable,podatny,adjective
977,diligence,pracowitość,noun
978,comply,przestrzegać,verb
979,therefore,w związku z tym,adverb
980,applicable,odpowiedni,adjective
981,excessive,nadmierny,adjective
982,undisclosed,nieujawnione,adjective
983,establish,ustanawiać,verb
984,decent,przyzwoity,adjective
985,interchangeably,zamiennie,adverb
986,prompt,podpowiedź,noun/verb
987,scrape,zeskrobać,verb/noun
988,divulge,ujawnić,verb
989,parenthesis,nawias,noun
990,primary,podstawowy,adjective
991,testimonials,referencje,noun
992,cache,pamięć podręczna,noun
993,thoroughly,gruntownie,adverb
994,assessment,ocena,noun
995,given that,zakładając że,conjunction
996,explicit,wyraźny,adjective
997,Posh,Wysublimowany (w mowie),adjective
